,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,lat,long
169,AL,32,510,404-9680,no,no,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,False,34.0408243889076,-84.57705095862062
170,CO,68,408,338-9398,no,no,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,False,34.02532254367983,-84.58710174137346
171,NH,64,408,394-2445,no,yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,False,34.03848925152015,-84.53328997280484
172,NM,25,415,381-2709,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,False,34.050408420444285,-84.588368281773
173,OR,65,415,397-5060,no,no,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,False,34.02515050785914,-84.62030051317211
174,LA,179,408,415-2393,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,False,34.037005792745816,-84.58061804577072
175,NE,94,415,377-1765,no,no,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,False,34.03075054023655,-84.59962459616916
176,MN,62,415,409-2111,no,no,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,False,34.035830373869565,-84.59190488577306
177,MI,127,415,401-3170,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,False,34.04476123948192,-84.55469926544606
178,AR,116,408,405-5681,no,no,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,False,34.04605204675584,-84.55162352680023
179,KS,70,408,411-4582,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,False,34.02387070738231,-84.61491157330997
180,WV,94,510,355-5009,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,False,34.042773893166604,-84.5645214748405
181,AK,126,415,372-3750,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,True,33.910520769033944,-84.72452017358165
182,NY,67,408,405-2888,no,yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,False,34.03028894413986,-84.58807401930396
183,NH,19,408,361-3337,no,no,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,False,34.04646274310994,-84.57175438918452
184,VA,170,510,350-1639,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,False,34.05262181872647,-84.60131987645197
185,NM,73,415,333-3221,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,False,34.01662594802734,-84.60272312564008
186,NY,106,408,422-1471,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,False,34.026735786284355,-84.60430825817777
187,AZ,93,415,399-7865,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,False,34.053212448981874,-84.5937050698043
188,WY,164,510,373-4819,no,no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,False,34.031523804023344,-84.60994894231573
189,WA,51,408,338-6981,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,False,34.033095162575236,-84.56437955241611
190,CO,107,415,418-4365,no,no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,False,34.06527808057064,-84.57979748128265
191,TX,130,415,359-5461,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,False,34.03338199534774,-84.59182621536247
192,KY,80,408,375-3586,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,False,34.02962368748143,-84.57662750171865
193,MT,94,415,407-8376,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,False,34.04832616561207,-84.57311464767325
194,OK,118,408,408-6496,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,False,34.045534004018855,-84.55576429095565
195,MD,117,415,385-7688,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,False,34.03111442841267,-84.5818181108894
196,TN,78,415,332-6934,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,False,34.0418025556254,-84.59184981823581
197,TX,208,510,378-3625,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,True,33.88131520953198,-84.74692383045634
198,ME,131,510,353-7292,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,True,33.89354340762265,-84.7341270273105
199,DC,63,408,399-6786,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,False,34.025516570973195,-84.61464126338174
200,MN,53,415,358-3261,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,False,34.039948237024305,-84.58116545453463
201,DE,62,408,377-9932,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,False,34.06085463483484,-84.60013508875451
202,MD,97,415,397-4030,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,False,34.040531015811275,-84.61091022356393
203,MI,105,510,367-1062,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,False,34.025024862410085,-84.56852016507113
204,WA,157,415,341-8467,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,False,34.03527627109079,-84.59766777549441
205,MO,66,415,339-9453,no,yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,False,34.031392199601285,-84.6019373351939
206,IN,122,415,344-3388,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,False,34.04629682493358,-84.54245315290913
207,OR,38,415,375-8013,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,False,34.05053717742907,-84.58954717998206
208,MD,106,510,408-4142,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,False,34.04242997466832,-84.58698217431818
209,RI,99,510,386-3671,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,False,34.05061925788271,-84.58975936356757
210,LA,99,415,411-2284,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,False,34.06173030669864,-84.57697427120708
211,AZ,144,510,346-7795,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,False,34.04586925629398,-84.56677176729893
212,PA,82,415,333-5609,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,False,34.055517252742284,-84.61314956888381
213,AZ,86,408,405-1842,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,False,34.061243328796465,-84.55361656865438
214,FL,70,510,366-6345,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,True,33.893761012834055,-84.73828031633862
215,LA,93,415,337-9345,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,False,34.021255704466434,-84.5538056570136
216,FL,93,415,328-6770,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,False,34.06297940237337,-84.60730790071221
217,FL,120,415,380-7321,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,False,34.042345938689955,-84.54320072263627
218,MD,136,415,375-1476,no,no,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,True,33.87459499551258,-84.77592321484245
219,AL,106,415,356-1567,no,no,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,False,34.0228210808195,-84.60129517666023
220,WA,81,415,422-6685,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,False,34.0349191462128,-84.60985932083342
221,TN,127,408,336-1090,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,False,34.0432998622027,-84.535049439258
222,MS,65,415,343-2095,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,False,34.036299059290975,-84.60041589471568
223,ME,35,408,345-3934,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,False,34.03119238049081,-84.5848919114959
224,OK,88,408,338-8050,no,no,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,False,34.05697208021768,-84.58011476062035
225,IN,65,415,388-9568,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,False,34.049590265764884,-84.56889066177992
226,MO,123,415,402-6591,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,False,34.04228614888054,-84.60817028884263
227,IA,126,408,403-6419,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,False,34.03938915449066,-84.61725889946877
228,VA,104,415,386-9790,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,False,34.01366782805649,-84.5999250233346
229,KY,45,415,378-5692,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,False,34.04409134709707,-84.57902722968436
230,MD,93,408,360-3324,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,True,33.888433477154734,-84.71137725618289
231,OH,63,415,410-3719,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,False,34.04306796483053,-84.56423732037314
232,OK,100,415,352-4221,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,False,34.01824692243466,-84.5714696812738
233,NV,53,415,327-6179,no,no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,False,34.040945473176855,-84.58264702029122
234,ID,92,415,359-6196,yes,no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,False,34.06864271188724,-84.57064301592587
235,MN,139,510,374-9107,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,True,33.887931894233226,-84.76371948414499
236,SD,110,408,357-4078,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,False,34.047976908543916,-84.5451903132166
237,IL,110,408,366-5780,no,no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,False,34.02085053663897,-84.56570719101342
238,WY,215,510,393-9619,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,False,34.022683059076385,-84.58900066314783
239,AL,73,415,355-9295,no,no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,False,34.03077827635125,-84.6042646192888
240,NJ,138,510,400-5751,no,no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,False,34.060654467276464,-84.59971344685442
241,NV,137,415,338-1027,yes,no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,True,33.87330396943823,-84.72125865386285
242,IN,36,415,405-8867,no,no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,False,34.03337281110154,-84.59172068330024
243,WV,85,408,336-5616,no,no,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,False,34.042102502316986,-84.57146124933983
244,VA,108,408,335-1697,no,no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,True,33.8942146777193,-84.71277467959462
245,SC,22,408,331-5138,no,no,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,False,34.04286177543315,-84.6105150435621
246,RI,107,415,385-8240,no,yes,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,False,34.02776079151792,-84.61778958743851
247,IN,51,510,348-1359,no,no,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,False,34.040632129894476,-84.55109957169908
248,AZ,94,408,354-7339,no,no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,False,34.02618816885326,-84.61486980669748
249,NM,119,510,349-1687,no,yes,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,False,34.04428789967606,-84.60801476248892
250,OR,33,415,380-2558,no,yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,True,33.889973007999416,-84.74444159966134
251,NJ,106,415,365-2153,no,no,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,False,34.040712849754826,-84.55674281403196
252,MS,82,408,345-6043,no,no,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,False,34.03882324550478,-84.62687866049532
253,MI,86,510,349-2808,no,yes,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,False,34.02078438975749,-84.61941542428788
254,TX,97,415,411-1715,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,False,34.04065933780441,-84.58910249922313
255,FL,106,408,385-2488,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,False,34.02022502858536,-84.61823546314234
256,DC,108,510,377-7177,no,no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,False,34.03983018153819,-84.55336356244192
257,TX,114,415,342-1099,no,no,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,False,34.03370085216171,-84.59896426362015
258,KS,92,408,386-4170,yes,no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,True,33.873676388957556,-84.76704814407364
259,UT,59,510,413-1269,no,no,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,False,34.047118746032666,-84.59171015478836
260,MN,24,510,396-4460,no,yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,False,34.06132720687602,-84.56473271974716
261,IL,151,408,334-2730,no,no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,False,34.04566684971327,-84.58708583058609
262,NM,117,415,340-3182,no,no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,False,34.022812785122234,-84.56292796747714
263,SC,78,510,377-8608,no,no,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,False,34.05690482609447,-84.61112927057238
264,NC,155,408,417-3676,no,no,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,False,34.059158500802575,-84.55079158148602
265,WV,114,510,417-6774,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,False,34.06000668730752,-84.58716580288339
266,RI,114,510,411-9554,no,yes,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,False,34.04644876580686,-84.60030456093084
267,NH,119,408,420-3192,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,False,34.04726732611478,-84.59541467367637
268,MO,64,510,389-1475,no,yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,False,34.04249415298819,-84.59083275153554
269,MA,118,408,343-7734,yes,no,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,False,34.04778246983681,-84.57622807608789
270,PA,101,415,410-3390,no,no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,False,34.03580814675301,-84.6075742594624
271,OK,117,415,344-6495,no,no,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,False,34.0429189774739,-84.58414089915192
272,AL,49,415,331-6229,no,yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,False,34.031397090127626,-84.57121526019046
273,WY,139,415,337-7501,no,no,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,False,34.04762434028118,-84.5663326818171
274,PA,92,408,339-9631,no,yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,False,34.03634126840697,-84.55003525595367
275,WA,83,415,369-4384,no,no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,False,34.029289132366834,-84.5654450635704
276,HI,148,510,416-3915,yes,no,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,False,34.01636588551325,-84.599152367705
277,SD,144,408,339-3049,no,yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,True,33.86811518371746,-84.77675216619326
278,AL,131,415,361-7998,no,yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,False,34.04676791398329,-84.59975421968495
279,VT,146,510,355-4842,yes,no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,False,34.03305360622147,-84.58310905211047
280,MT,143,415,387-6440,no,no,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,False,34.041642460338764,-84.59344710944715
281,MN,81,415,369-2625,no,no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,False,34.03622573433195,-84.61994830700739
282,AK,48,415,389-7073,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,False,34.0177391088817,-84.56834272826119
283,MI,86,415,370-8463,no,yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,False,34.034567746290726,-84.59709473390537
284,DE,71,415,362-7318,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,False,34.053435491217385,-84.60502018775895
285,SD,145,408,412-1194,no,yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,False,34.03281171693654,-84.58752442508637
286,MI,137,510,355-9508,no,no,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,False,34.058495989485266,-84.56434066195
287,KS,137,408,352-8202,no,no,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,False,34.060731105005274,-84.61251063064553
288,AL,167,510,335-5882,no,no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,False,34.072464280712204,-84.5584694956351
289,OK,89,510,352-6976,no,no,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,True,33.8849938280475,-84.72555120877796
290,CT,199,415,393-6733,no,yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,False,34.038893716915744,-84.58221335079519
291,NE,132,510,335-1838,no,no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,False,34.06620114556737,-84.62336544680197
292,WI,94,510,355-6930,no,no,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,False,34.035720515124076,-84.60919637729789
293,CT,96,415,387-5860,no,yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,True,33.903077056530044,-84.75279048804586
294,WI,96,510,343-2605,no,yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,False,34.031213962486085,-84.57643780178734
295,IN,166,510,350-6759,no,no,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,False,34.05849063665361,-84.62613352966184
296,DC,74,415,371-1514,no,no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,False,34.06526059312252,-84.59735560217774
297,AR,36,415,346-9317,no,no,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,False,34.04649519010704,-84.60111977086682
298,ME,113,415,398-4313,no,no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,False,34.02938136072048,-84.58453559822766
299,MN,94,415,412-4399,no,no,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,False,34.04936834123272,-84.5741793921348
300,MD,67,415,330-1835,no,no,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,False,34.04187030218356,-84.58850286842237
301,FL,127,415,416-1676,no,no,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,True,33.874499314018735,-84.73102677619002
302,RI,121,408,329-7347,no,no,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,True,33.88717474651037,-84.78927038585475
303,IA,158,415,360-6868,no,no,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,False,34.03327023142312,-84.61544634300758
304,AZ,136,510,405-6641,no,no,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,False,34.064484647034725,-84.56124715353016
305,MO,196,415,393-2373,no,no,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,False,34.0524992163394,-84.5845515558654
306,VT,113,415,419-1714,no,no,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,True,33.88305590693799,-84.71790194615762
307,IN,122,408,336-3819,no,no,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,True,33.89030874465881,-84.70026164416969
308,RI,112,510,341-3464,no,no,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,False,34.065493208691336,-84.57096374888211
309,SD,209,415,413-5310,no,no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,False,34.040253823815426,-84.5868215493261
310,MN,62,415,366-7912,no,no,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,True,33.872008684975214,-84.76054024496175
311,TX,110,415,399-8845,no,yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,False,34.032468410292296,-84.62771488150383
312,VA,16,510,368-2583,no,no,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,False,34.039795553551265,-84.59877522447312
313,MA,73,408,360-6309,no,no,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,False,34.051153703356505,-84.60842068728147
314,ID,128,408,359-5890,no,no,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,False,34.030194292744426,-84.60686213165499
315,MA,39,408,332-2462,no,no,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,False,34.026163826302046,-84.55546778638875
316,GA,103,415,381-9196,no,yes,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,False,34.04539602514078,-84.60628244219579
317,RI,119,415,329-3222,no,yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,False,34.03837826631394,-84.57761455852047
318,ID,173,510,363-5819,no,yes,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,False,34.055055626787855,-84.61140038574356
319,SD,128,510,413-9269,yes,yes,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,True,33.88450090744626,-84.73490144744187
320,MA,86,510,330-7483,no,no,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,False,34.07124810419507,-84.62781862614652
321,WY,114,415,403-7775,no,yes,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,False,34.02743330737364,-84.56873648997995
322,VA,104,408,360-2479,no,no,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,False,34.03789462977848,-84.60559756326583
323,OR,148,415,394-3791,no,no,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,False,34.0439114088135,-84.57795591506007
324,VA,129,408,384-2632,no,no,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,False,34.022195727930736,-84.5432927032754
325,ME,100,510,359-8466,no,yes,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,False,34.0187314967386,-84.55168622844303
326,AL,121,408,331-8909,no,yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,False,34.018244460580085,-84.59091947316415
327,GA,143,408,359-5160,no,yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,False,34.067426025820254,-84.6031879779423
328,IA,76,510,330-9833,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,False,34.02028483024378,-84.57954575899883
329,AZ,158,510,362-2314,no,no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,False,34.06844267796489,-84.55920818612185
330,FL,116,510,338-8478,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,False,34.02680866417456,-84.57369097340757
331,MT,54,415,387-5453,no,no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,True,33.879577439677476,-84.70956044152585
332,AL,86,415,380-3437,no,no,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,True,33.9094985170508,-84.74860089506866
333,DE,108,510,365-8779,no,no,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,False,34.04546080699674,-84.55920927830029
